Enter the population of the system:- Enter the total time of simulation:- Enter the distance matrix:-
1
2
3
4
5
6
Enter buffer size of each node:- 
1 = 2 = 3 = 4 = 5 = 6 = Enter number of source nodes:- Source: 1 Destination: 4
Source: 2 Destination: 0
Action	time	pktId	Src	Des	Cur	NH	State
-	7.145	714	1	4	2	4	S
-	7.145	0	2	0	3	0	S
+	7.15	0	2	0	3	0	S
r	7.15	0	1	4	4	4	S
r	7.15	0	2	0	0	0	S
a	7.15	715	1	4	1	2	S
-	7.15	715	1	4	1	2	S
a	7.15	715	2	0	2	1	S
-	7.15	715	2	0	2	1	S
+	7.155	715	1	4	2	4	S
+	7.155	715	2	0	1	3	S
-	7.155	715	2	0	1	3	S
-	7.155	715	1	4	2	4	S
-	7.155	0	2	0	3	0	S
+	7.16	0	2	0	3	0	S
r	7.16	0	1	4	4	4	S
r	7.16	0	2	0	0	0	S
a	7.16	716	1	4	1	2	S
-	7.16	716	1	4	1	2	S
a	7.16	716	2	0	2	1	S
-	7.16	716	2	0	2	1	S
+	7.165	716	1	4	2	4	S
+	7.165	716	2	0	1	3	S
-	7.165	716	2	0	1	3	S
-	7.165	716	1	4	2	4	S
-	7.165	0	2	0	3	0	S
+	7.17	0	2	0	3	0	S
r	7.17	0	1	4	4	4	S
r	7.17	0	2	0	0	0	S
a	7.17	717	1	4	1	2	S
-	7.17	717	1	4	1	2	S
a	7.17	717	2	0	2	1	S
-	7.17	717	2	0	2	1	S
+	7.175	717	1	4	2	4	S
+	7.175	717	2	0	1	3	S
-	7.175	717	2	0	1	3	S
-	7.175	717	1	4	2	4	S
-	7.175	0	2	0	3	0	S
+	7.18	0	2	0	3	0	S
r	7.18	0	1	4	4	4	S
r	7.18	0	2	0	0	0	S
a	7.18	718	1	4	1	2	S
-	7.18	718	1	4	1	2	S
a	7.18	718	2	0	2	1	S
-	7.18	718	2	0	2	1	S
+	7.185	718	1	4	2	4	S
+	7.185	718	2	0	1	3	S
-	7.185	718	2	0	1	3	S
-	7.185	718	1	4	2	4	S
-	7.185	0	2	0	3	0	S
+	7.19	0	2	0	3	0	S
r	7.19	0	1	4	4	4	S
r	7.19	0	2	0	0	0	S
a	7.19	719	1	4	1	2	S
-	7.19	719	1	4	1	2	S
a	7.19	719	2	0	2	1	S
-	7.19	719	2	0	2	1	S
+	7.195	719	1	4	2	4	S
+	7.195	719	2	0	1	3	S
-	7.195	719	2	0	1	3	S
-	7.195	719	1	4	2	4	S
-	7.195	0	2	0	3	0	S
+	7.2	0	2	0	3	0	S
r	7.2	0	1	4	4	4	S
r	7.2	0	2	0	0	0	S
a	7.2	720	1	4	1	2	S
-	7.2	720	1	4	1	2	S
a	7.2	720	2	0	2	1	S
-	7.2	720	2	0	2	1	S
+	7.205	720	1	4	2	4	S
+	7.205	720	2	0	1	3	S
-	7.205	720	2	0	1	3	S
-	7.205	720	1	4	2	4	S
-	7.205	0	2	0	3	0	S
+	7.21	0	2	0	3	0	S
r	7.21	0	1	4	4	4	S
r	7.21	0	2	0	0	0	S
a	7.21	721	1	4	1	2	S
-	7.21	721	1	4	1	2	S
a	7.21	721	2	0	2	1	S
-	7.21	721	2	0	2	1	S
+	7.215	721	1	4	2	4	S
+	7.215	721	2	0	1	3	S
-	7.215	721	2	0	1	3	S
-	7.215	721	1	4	2	4	S
-	7.215	0	2	0	3	0	S
+	7.22	0	2	0	3	0	S
r	7.22	0	1	4	4	4	S
r	7.22	0	2	0	0	0	S
a	7.22	722	1	4	1	2	S
-	7.22	722	1	4	1	2	S
a	7.22	722	2	0	2	1	S
-	7.22	722	2	0	2	1	S
+	7.225	722	1	4	2	4	S
+	7.225	722	2	0	1	3	S
-	7.225	722	2	0	1	3	S
-	7.225	722	1	4	2	4	S
-	7.225	0	2	0	3	0	S
+	7.23	0	2	0	3	0	S
r	7.23	0	1	4	4	4	S
r	7.23	0	2	0	0	0	S
a	7.23	723	1	4	1	2	S
-	7.23	723	1	4	1	2	S
a	7.23	723	2	0	2	1	S
-	7.23	723	2	0	2	1	S
+	7.235	723	1	4	2	4	S
+	7.235	723	2	0	1	3	S
-	7.235	723	2	0	1	3	S
-	7.235	723	1	4	2	4	S
-	7.235	0	2	0	3	0	S
+	7.24	0	2	0	3	0	S
r	7.24	0	1	4	4	4	S
r	7.24	0	2	0	0	0	S
a	7.24	724	1	4	1	2	S
-	7.24	724	1	4	1	2	S
a	7.24	724	2	0	2	1	S
-	7.24	724	2	0	2	1	S
+	7.245	724	1	4	2	4	S
+	7.245	724	2	0	1	3	S
-	7.245	724	2	0	1	3	S
-	7.245	724	1	4	2	4	S
-	7.245	0	2	0	3	0	S
+	7.25	0	2	0	3	0	S
r	7.25	0	1	4	4	4	S
r	7.25	0	2	0	0	0	S
a	7.25	725	1	4	1	2	S
-	7.25	725	1	4	1	2	S
a	7.25	725	2	0	2	1	S
-	7.25	725	2	0	2	1	S
+	7.255	725	1	4	2	4	S
+	7.255	725	2	0	1	3	S
-	7.255	725	2	0	1	3	S
-	7.255	725	1	4	2	4	S
-	7.255	0	2	0	3	0	S
+	7.26	0	2	0	3	0	S
r	7.26	0	1	4	4	4	S
r	7.26	0	2	0	0	0	S
a	7.26	726	1	4	1	2	S
-	7.26	726	1	4	1	2	S
a	7.26	726	2	0	2	1	S
-	7.26	726	2	0	2	1	S
+	7.265	726	1	4	2	4	S
+	7.265	726	2	0	1	3	S
-	7.265	726	2	0	1	3	S
-	7.265	726	1	4	2	4	S
-	7.265	0	2	0	3	0	S
+	7.27	0	2	0	3	0	S
r	7.27	0	1	4	4	4	S
r	7.27	0	2	0	0	0	S
a	7.27	727	1	4	1	2	S
-	7.27	727	1	4	1	2	S
a	7.27	727	2	0	2	1	S
-	7.27	727	2	0	2	1	S
+	7.275	727	1	4	2	4	S
+	7.275	727	2	0	1	3	S
-	7.275	727	2	0	1	3	S
-	7.275	727	1	4	2	4	S
-	7.275	0	2	0	3	0	S
