Enter the population of the system:- Enter the total time of simulation:- Enter the distance matrix:-
1
2
3
4
5
6
Enter buffer size of each node:- 
1 = 2 = 3 = 4 = 5 = 6 = Enter number of source nodes:- Source: 1 Destination: 4
Source: 2 Destination: 0
Action	time	pktId	Src	Des	Cur	NH	State
r	2.32	0	2	0	0	0	S
a	2.32	232	1	4	1	2	S
-	2.32	232	1	4	1	2	S
a	2.32	232	2	0	2	1	S
-	2.32	232	2	0	2	1	S
+	2.325	232	1	4	2	4	S
+	2.325	232	2	0	1	3	S
-	2.325	232	2	0	1	3	S
-	2.325	232	1	4	2	4	S
-	2.325	0	2	0	3	0	S
+	2.33	0	2	0	3	0	S
r	2.33	0	1	4	4	4	S
r	2.33	0	2	0	0	0	S
a	2.33	233	1	4	1	2	S
-	2.33	233	1	4	1	2	S
a	2.33	233	2	0	2	1	S
-	2.33	233	2	0	2	1	S
+	2.335	233	1	4	2	4	S
+	2.335	233	2	0	1	3	S
-	2.335	233	2	0	1	3	S
-	2.335	233	1	4	2	4	S
-	2.335	0	2	0	3	0	S
+	2.34	0	2	0	3	0	S
r	2.34	0	1	4	4	4	S
r	2.34	0	2	0	0	0	S
a	2.34	234	1	4	1	2	S
-	2.34	234	1	4	1	2	S
a	2.34	234	2	0	2	1	S
-	2.34	234	2	0	2	1	S
+	2.345	234	1	4	2	4	S
+	2.345	234	2	0	1	3	S
-	2.345	234	2	0	1	3	S
-	2.345	234	1	4	2	4	S
-	2.345	0	2	0	3	0	S
+	2.35	0	2	0	3	0	S
r	2.35	0	1	4	4	4	S
r	2.35	0	2	0	0	0	S
a	2.35	235	1	4	1	2	S
-	2.35	235	1	4	1	2	S
a	2.35	235	2	0	2	1	S
-	2.35	235	2	0	2	1	S
+	2.355	235	1	4	2	4	S
+	2.355	235	2	0	1	3	S
-	2.355	235	2	0	1	3	S
-	2.355	235	1	4	2	4	S
-	2.355	0	2	0	3	0	S
+	2.36	0	2	0	3	0	S
r	2.36	0	1	4	4	4	S
r	2.36	0	2	0	0	0	S
a	2.36	236	1	4	1	2	S
-	2.36	236	1	4	1	2	S
a	2.36	236	2	0	2	1	S
-	2.36	236	2	0	2	1	S
+	2.365	236	1	4	2	4	S
+	2.365	236	2	0	1	3	S
-	2.365	236	2	0	1	3	S
-	2.365	236	1	4	2	4	S
-	2.365	0	2	0	3	0	S
+	2.37	0	2	0	3	0	S
r	2.37	0	1	4	4	4	S
r	2.37	0	2	0	0	0	S
a	2.37	237	1	4	1	2	S
-	2.37	237	1	4	1	2	S
a	2.37	237	2	0	2	1	S
-	2.37	237	2	0	2	1	S
+	2.375	237	1	4	2	4	S
+	2.375	237	2	0	1	3	S
-	2.375	237	2	0	1	3	S
-	2.375	237	1	4	2	4	S
-	2.375	0	2	0	3	0	S
+	2.38	0	2	0	3	0	S
r	2.38	0	1	4	4	4	S
r	2.38	0	2	0	0	0	S
a	2.38	238	1	4	1	2	S
-	2.38	238	1	4	1	2	S
a	2.38	238	2	0	2	1	S
-	2.38	238	2	0	2	1	S
+	2.385	238	1	4	2	4	S
+	2.385	238	2	0	1	3	S
-	2.385	238	2	0	1	3	S
-	2.385	238	1	4	2	4	S
-	2.385	0	2	0	3	0	S
+	2.39	0	2	0	3	0	S
r	2.39	0	1	4	4	4	S
r	2.39	0	2	0	0	0	S
a	2.39	239	1	4	1	2	S
-	2.39	239	1	4	1	2	S
a	2.39	239	2	0	2	1	S
-	2.39	239	2	0	2	1	S
+	2.395	239	1	4	2	4	S
+	2.395	239	2	0	1	3	S
-	2.395	239	2	0	1	3	S
-	2.395	239	1	4	2	4	S
-	2.395	0	2	0	3	0	S
+	2.4	0	2	0	3	0	S
r	2.4	0	1	4	4	4	S
r	2.4	0	2	0	0	0	S
a	2.4	240	1	4	1	2	S
-	2.4	240	1	4	1	2	S
a	2.4	240	2	0	2	1	S
-	2.4	240	2	0	2	1	S
+	2.405	240	1	4	2	4	S
+	2.405	240	2	0	1	3	S
-	2.405	240	2	0	1	3	S
-	2.405	240	1	4	2	4	S
-	2.405	0	2	0	3	0	S
+	2.41	0	2	0	3	0	S
r	2.41	0	1	4	4	4	S
r	2.41	0	2	0	0	0	S
a	2.41	241	1	4	1	2	S
-	2.41	241	1	4	1	2	S
a	2.41	241	2	0	2	1	S
-	2.41	241	2	0	2	1	S
+	2.415	241	1	4	2	4	S
+	2.415	241	2	0	1	3	S
-	2.415	241	2	0	1	3	S
-	2.415	241	1	4	2	4	S
-	2.415	0	2	0	3	0	S
+	2.42	0	2	0	3	0	S
r	2.42	0	1	4	4	4	S
r	2.42	0	2	0	0	0	S
a	2.42	242	1	4	1	2	S
-	2.42	242	1	4	1	2	S
a	2.42	242	2	0	2	1	S
-	2.42	242	2	0	2	1	S
+	2.425	242	1	4	2	4	S
+	2.425	242	2	0	1	3	S
-	2.425	242	2	0	1	3	S
-	2.425	242	1	4	2	4	S
-	2.425	0	2	0	3	0	S
+	2.43	0	2	0	3	0	S
r	2.43	0	1	4	4	4	S
r	2.43	0	2	0	0	0	S
a	2.43	243	1	4	1	2	S
-	2.43	243	1	4	1	2	S
a	2.43	243	2	0	2	1	S
-	2.43	243	2	0	2	1	S
+	2.435	243	1	4	2	4	S
+	2.435	243	2	0	1	3	S
-	2.435	243	2	0	1	3	S
-	2.435	243	1	4	2	4	S
-	2.435	0	2	0	3	0	S
+	2.44	0	2	0	3	0	S
r	2.44	0	1	4	4	4	S
r	2.44	0	2	0	0	0	S
a	2.44	244	1	4	1	2	S
-	2.44	244	1	4	1	2	S
a	2.44	244	2	0	2	1	S
-	2.44	244	2	0	2	1	S
+	2.445	244	1	4	2	4	S
+	2.445	244	2	0	1	3	S
-	2.445	244	2	0	1	3	S
-	2.445	244	1	4	2	4	S
-	2.445	0	2	0	3	0	S
+	2.45	0	2	0	3	0	S
r	2.45	0	1	4	4	4	S
r	2.45	0	2	0	0	0	S
a	2.45	245	1	4	1	2	S
-	2.45	245	1	4	1	2	S
a	2.45	245	2	0	2	1	S
-	2.45	245	2	0	2	1	S
+	2.455	245	1	4	2	4	S
+	2.455	245	2	0	1	3	S
-	2.455	245	2	0	1	3	S
-	2.455	245	1	4	2	4	S
-	2.455	0	2	0	3	0	S
+	2.46	0	2	0	3	0	S
r	2.46	0	1	4	4	4	S
r	2.46	0	2	0	0	0	S
a	2.46	246	1	4	1	2	S
-	2.46	246	1	4	1	2	S
a	2.46	246	2	0	2	1	S
-	2.46	246	2	0	2	1	S
+	2.465	246	1	4	2	4	S
+	2.465	246	2	0	1	3	S
-	2.465	246	2	0	1	3	S
-	2.465	246	1	4	2	4	S
-	2.465	0	2	0	3	0	S
+	2.47	0	2	0	3	0	S
r	2.47	0	1	4	4	4	S
r	2.47	0	2	0	0	0	S
a	2.47	247	1	4	1	2	S
-	2.47	247	1	4	1	2	S
a	2.47	247	2	0	2	1	S
-	2.47	247	2	0	2	1	S
+	2.475	247	1	4	2	4	S
+	2.475	247	2	0	1	3	S
-	2.475	247	2	0	1	3	S
-	2.475	247	1	4	2	4	S
-	2.475	0	2	0	3	0	S
+	2.48	0	2	0	3	0	S
r	2.48	0	1	4	4	4	S
r	2.48	0	2	0	0	0	S
a	2.48	248	1	4	1	2	S
-	2.48	248	1	4	1	2	S
a	2.48	248	2	0	2	1	S
-	2.48	248	2	0	2	1	S
+	2.485	248	1	4	2	4	S
+	2.485	248	2	0	1	3	S
-	2.485	248	2	0	1	3	S
-	2.485	248	1	4	2	4	S
-	2.485	0	2	0	3	0	S
+	2.49	0	2	0	3	0	S
r	2.49	0	1	4	4	4	S
r	2.49	0	2	0	0	0	S
a	2.49	249	1	4	1	2	S
-	2.49	249	1	4	1	2	S
a	2.49	249	2	0	2	1	S
-	2.49	249	2	0	2	1	S
+	2.495	249	1	4	2	4	S
+	2.495	249	2	0	1	3	S
-	2.495	249	2	0	1	3	S
-	2.495	249	1	4	2	4	S
-	2.495	0	2	0	3	0	S
+	2.5	0	2	0	3	0	S
r	2.5	0	1	4	4	4	S
r	2.5	0	2	0	0	0	S
a	2.5	250	1	4	1	2	S
-	2.5	250	1	4	1	2	S
a	2.5	250	2	0	2	1	S
-	2.5	250	2	0	2	1	S
+	2.505	250	1	4	2	4	S
+	2.505	250	2	0	1	3	S
-	2.505	250	2	0	1	3	S
-	2.505	250	1	4	2	4	S
-	2.505	0	2	0	3	0	S
+	2.51	0	2	0	3	0	S
r	2.51	0	1	4	4	4	S
r	2.51	0	2	0	0	0	S
a	2.51	251	1	4	1	2	S
-	2.51	251	1	4	1	2	S
a	2.51	251	2	0	2	1	S
-	2.51	251	2	0	2	1	S
+	2.515	251	1	4	2	4	S
+	2.515	251	2	0	1	3	S
-	2.515	251	2	0	1	3	S
-	2.515	251	1	4	2	4	S
-	2.515	0	2	0	3	0	S
+	2.52	0	2	0	3	0	S
r	2.52	0	1	4	4	4	S
r	2.52	0	2	0	0	0	S
a	2.52	252	1	4	1	2	S
-	2.52	252	1	4	1	2	S
a	2.52	252	2	0	2	1	S
-	2.52	252	2	0	2	1	S
+	2.525	252	1	4	2	4	S
+	2.525	252	2	0	1	3	S
-	2.525	252	2	0	1	3	S
-	2.525	252	1	4	2	4	S
-	2.525	0	2	0	3	0	S
+	2.53	0	2	0	3	0	S
r	2.53	0	1	4	4	4	S
r	2.53	0	2	0	0	0	S
a	2.53	253	1	4	1	2	S
-	2.53	253	1	4	1	2	S
a	2.53	253	2	0	2	1	S
-	2.53	253	2	0	2	1	S
+	2.535	253	1	4	2	4	S
+	2.535	253	2	0	1	3	S
-	2.535	253	2	0	1	3	S
-	2.535	253	1	4	2	4	S
-	2.535	0	2	0	3	0	S
+	2.54	0	2	0	3	0	S
r	2.54	0	1	4	4	4	S
r	2.54	0	2	0	0	0	S
a	2.54	254	1	4	1	2	S
-	2.54	254	1	4	1	2	S
a	2.54	254	2	0	2	1	S
-	2.54	254	2	0	2	1	S
+	2.545	254	1	4	2	4	S
+	2.545	254	2	0	1	3	S
-	2.545	254	2	0	1	3	S
-	2.545	254	1	4	2	4	S
-	2.545	0	2	0	3	0	S
+	2.55	0	2	0	3	0	S
r	2.55	0	1	4	4	4	S
r	2.55	0	2	0	0	0	S
a	2.55	255	1	4	1	2	S
-	2.55	255	1	4	1	2	S
a	2.55	255	2	0	2	1	S
-	2.55	255	2	0	2	1	S
+	2.555	255	1	4	2	4	S
+	2.555	255	2	0	1	3	S
-	2.555	255	2	0	1	3	S
-	2.555	255	1	4	2	4	S
-	2.555	0	2	0	3	0	S
+	2.56	0	2	0	3	0	S
r	2.56	0	1	4	4	4	S
r	2.56	0	2	0	0	0	S
a	2.56	256	1	4	1	2	S
-	2.56	256	1	4	1	2	S
a	2.56	256	2	0	2	1	S
-	2.56	256	2	0	2	1	S
+	2.565	256	1	4	2	4	S
+	2.565	256	2	0	1	3	S
-	2.565	256	2	0	1	3	S
-	2.565	256	1	4	2	4	S
-	2.565	0	2	0	3	0	S
+	2.57	0	2	0	3	0	S
r	2.57	0	1	4	4	4	S
r	2.57	0	2	0	0	0	S
a	2.57	257	1	4	1	2	S
-	2.57	257	1	4	1	2	S
a	2.57	257	2	0	2	1	S
-	2.57	257	2	0	2	1	S
+	2.575	257	1	4	2	4	S
+	2.575	257	2	0	1	3	S
-	2.575	257	2	0	1	3	S
-	2.575	257	1	4	2	4	S
-	2.575	0	2	0	3	0	S
+	2.58	0	2	0	3	0	S
r	2.58	0	1	4	4	4	S
r	2.58	0	2	0	0	0	S
a	2.58	258	1	4	1	2	S
-	2.58	258	1	4	1	2	S
a	2.58	258	2	0	2	1	S
-	2.58	258	2	0	2	1	S
+	2.585	258	1	4	2	4	S
+	2.585	258	2	0	1	3	S
-	2.585	258	2	0	1	3	S
-	2.585	258	1	4	2	4	S
-	2.585	0	2	0	3	0	S
+	2.59	0	2	0	3	0	S
r	2.59	0	1	4	4	4	S
r	2.59	0	2	0	0	0	S
a	2.59	259	1	4	1	2	S
-	2.59	259	1	4	1	2	S
a	2.59	259	2	0	2	1	S
-	2.59	259	2	0	2	1	S
+	2.595	259	1	4	2	4	S
+	2.595	259	2	0	1	3	S
-	2.595	259	2	0	1	3	S
-	2.595	259	1	4	2	4	S
-	2.595	0	2	0	3	0	S
+	2.6	0	2	0	3	0	S
r	2.6	0	1	4	4	4	S
r	2.6	0	2	0	0	0	S
a	2.6	260	1	4	1	2	S
-	2.6	260	1	4	1	2	S
a	2.6	260	2	0	2	1	S
-	2.6	260	2	0	2	1	S
+	2.605	260	1	4	2	4	S
+	2.605	260	2	0	1	3	S
-	2.605	260	2	0	1	3	S
-	2.605	260	1	4	2	4	S
-	2.605	0	2	0	3	0	S
+	2.61	0	2	0	3	0	S
r	2.61	0	1	4	4	4	S
r	2.61	0	2	0	0	0	S
a	2.61	261	1	4	1	2	S
-	2.61	261	1	4	1	2	S
a	2.61	261	2	0	2	1	S
-	2.61	261	2	0	2	1	S
+	2.615	261	1	4	2	4	S
+	2.615	261	2	0	1	3	S
-	2.615	261	2	0	1	3	S
-	2.615	261	1	4	2	4	S
-	2.615	0	2	0	3	0	S
+	2.62	0	2	0	3	0	S
r	2.62	0	1	4	4	4	S
r	2.62	0	2	0	0	0	S
a	2.62	262	1	4	1	2	S
-	2.62	262	1	4	1	2	S
a	2.62	262	2	0	2	1	S
-	2.62	262	2	0	2	1	S
+	2.625	262	1	4	2	4	S
+	2.625	262	2	0	1	3	S
-	2.625	262	2	0	1	3	S
-	2.625	262	1	4	2	4	S
-	2.625	0	2	0	3	0	S
+	2.63	0	2	0	3	0	S
r	2.63	0	1	4	4	4	S
r	2.63	0	2	0	0	0	S
a	2.63	263	1	4	1	2	S
-	2.63	263	1	4	1	2	S
a	2.63	263	2	0	2	1	S
-	2.63	263	2	0	2	1	S
+	2.635	263	1	4	2	4	S
+	2.635	263	2	0	1	3	S
-	2.635	263	2	0	1	3	S
-	2.635	263	1	4	2	4	S
-	2.635	0	2	0	3	0	S
+	2.64	0	2	0	3	0	S
r	2.64	0	1	4	4	4	S
r	2.64	0	2	0	0	0	S
a	2.64	264	1	4	1	2	S
-	2.64	264	1	4	1	2	S
a	2.64	264	2	0	2	1	S
-	2.64	264	2	0	2	1	S
+	2.645	264	1	4	2	4	S
+	2.645	264	2	0	1	3	S
-	2.645	264	2	0	1	3	S
-	2.645	264	1	4	2	4	S
-	2.645	0	2	0	3	0	S
+	2.65	0	2	0	3	0	S
r	2.65	0	1	4	4	4	S
r	2.65	0	2	0	0	0	S
a	2.65	265	1	4	1	2	S
-	2.65	265	1	4	1	2	S
a	2.65	265	2	0	2	1	S
-	2.65	265	2	0	2	1	S
+	2.655	265	1	4	2	4	S
+	2.655	265	2	0	1	3	S
-	2.655	265	2	0	1	3	S
-	2.655	265	1	4	2	4	S
-	2.655	0	2	0	3	0	S
+	2.66	0	2	0	3	0	S
r	2.66	0	1	4	4	4	S
r	2.66	0	2	0	0	0	S
a	2.66	266	1	4	1	2	S
-	2.66	266	1	4	1	2	S
a	2.66	266	2	0	2	1	S
-	2.66	266	2	0	2	1	S
+	2.665	266	1	4	2	4	S
+	2.665	266	2	0	1	3	S
-	2.665	266	2	0	1	3	S
-	2.665	266	1	4	2	4	S
-	2.665	0	2	0	3	0	S
+	2.67	0	2	0	3	0	S
r	2.67	0	1	4	4	4	S
r	2.67	0	2	0	0	0	S
a	2.67	267	1	4	1	2	S
-	2.67	267	1	4	1	2	S
a	2.67	267	2	0	2	1	S
-	2.67	267	2	0	2	1	S
+	2.675	267	1	4	2	4	S
+	2.675	267	2	0	1	3	S
-	2.675	267	2	0	1	3	S
-	2.675	267	1	4	2	4	S
-	2.675	0	2	0	3	0	S
+	2.68	0	2	0	3	0	S
r	2.68	0	1	4	4	4	S
r	2.68	0	2	0	0	0	S
a	2.68	268	1	4	1	2	S
-	2.68	268	1	4	1	2	S
a	2.68	268	2	0	2	1	S
-	2.68	268	2	0	2	1	S
+	2.685	268	1	4	2	4	S
+	2.685	268	2	0	1	3	S
-	2.685	268	2	0	1	3	S
-	2.685	268	1	4	2	4	S
-	2.685	0	2	0	3	0	S
+	2.69	0	2	0	3	0	S
r	2.69	0	1	4	4	4	S
r	2.69	0	2	0	0	0	S
a	2.69	269	1	4	1	2	S
-	2.69	269	1	4	1	2	S
a	2.69	269	2	0	2	1	S
-	2.69	269	2	0	2	1	S
+	2.695	269	1	4	2	4	S
+	2.695	269	2	0	1	3	S
-	2.695	269	2	0	1	3	S
-	2.695	269	1	4	2	4	S
-	2.695	0	2	0	3	0	S
+	2.7	0	2	0	3	0	S
r	2.7	0	1	4	4	4	S
r	2.7	0	2	0	0	0	S
a	2.7	270	1	4	1	2	S
-	2.7	270	1	4	1	2	S
a	2.7	270	2	0	2	1	S
-	2.7	270	2	0	2	1	S
+	2.705	270	1	4	2	4	S
+	2.705	270	2	0	1	3	S
-	2.705	270	2	0	1	3	S
-	2.705	270	1	4	2	4	S
-	2.705	0	2	0	3	0	S
+	2.71	0	2	0	3	0	S
r	2.71	0	1	4	4	4	S
r	2.71	0	2	0	0	0	S
a	2.71	271	1	4	1	2	S
-	2.71	271	1	4	1	2	S
a	2.71	271	2	0	2	1	S
-	2.71	271	2	0	2	1	S
+	2.715	271	1	4	2	4	S
+	2.715	271	2	0	1	3	S
-	2.715	271	2	0	1	3	S
-	2.715	271	1	4	2	4	S
-	2.715	0	2	0	3	0	S
+	2.72	0	2	0	3	0	S
r	2.72	0	1	4	4	4	S
r	2.72	0	2	0	0	0	S
a	2.72	272	1	4	1	2	S
-	2.72	272	1	4	1	2	S
a	2.72	272	2	0	2	1	S
-	2.72	272	2	0	2	1	S
+	2.725	272	1	4	2	4	S
+	2.725	272	2	0	1	3	S
-	2.725	272	2	0	1	3	S
-	2.725	272	1	4	2	4	S
-	2.725	0	2	0	3	0	S
+	2.73	0	2	0	3	0	S
r	2.73	0	1	4	4	4	S
r	2.73	0	2	0	0	0	S
a	2.73	273	1	4	1	2	S
-	2.73	273	1	4	1	2	S
a	2.73	273	2	0	2	1	S
-	2.73	273	2	0	2	1	S
+	2.735	273	1	4	2	4	S
+	2.735	273	2	0	1	3	S
-	2.735	273	2	0	1	3	S
-	2.735	273	1	4	2	4	S
-	2.735	0	2	0	3	0	S
+	2.74	0	2	0	3	0	S
r	2.74	0	1	4	4	4	S
r	2.74	0	2	0	0	0	S
a	2.74	274	1	4	1	2	S
-	2.74	274	1	4	1	2	S
a	2.74	274	2	0	2	1	S
-	2.74	274	2	0	2	1	S
+	2.745	274	1	4	2	4	S
+	2.745	274	2	0	1	3	S
-	2.745	274	2	0	1	3	S
-	2.745	274	1	4	2	4	S
-	2.745	0	2	0	3	0	S
+	2.75	0	2	0	3	0	S
r	2.75	0	1	4	4	4	S
r	2.75	0	2	0	0	0	S
a	2.75	275	1	4	1	2	S
-	2.75	275	1	4	1	2	S
a	2.75	275	2	0	2	1	S
-	2.75	275	2	0	2	1	S
+	2.755	275	1	4	2	4	S
+	2.755	275	2	0	1	3	S
-	2.755	275	2	0	1	3	S
-	2.755	275	1	4	2	4	S
-	2.755	0	2	0	3	0	S
+	2.76	0	2	0	3	0	S
r	2.76	0	1	4	4	4	S
r	2.76	0	2	0	0	0	S
a	2.76	276	1	4	1	2	S
-	2.76	276	1	4	1	2	S
a	2.76	276	2	0	2	1	S
-	2.76	276	2	0	2	1	S
+	2.765	276	1	4	2	4	S
+	2.765	276	2	0	1	3	S
-	2.765	276	2	0	1	3	S
-	2.765	276	1	4	2	4	S
-	2.765	0	2	0	3	0	S
+	2.77	0	2	0	3	0	S
r	2.77	0	1	4	4	4	S
r	2.77	0	2	0	0	0	S
a	2.77	277	1	4	1	2	S
-	2.77	277	1	4	1	2	S
a	2.77	277	2	0	2	1	S
-	2.77	277	2	0	2	1	S
+	2.775	277	1	4	2	4	S
+	2.775	277	2	0	1	3	S
-	2.775	277	2	0	1	3	S
-	2.775	277	1	4	2	4	S
-	2.775	0	2	0	3	0	S
+	2.78	0	2	0	3	0	S
r	2.78	0	1	4	4	4	S
r	2.78	0	2	0	0	0	S
a	2.78	278	1	4	1	2	S
-	2.78	278	1	4	1	2	S
a	2.78	278	2	0	2	1	S
-	2.78	278	2	0	2	1	S
+	2.785	278	1	4	2	4	S
+	2.785	278	2	0	1	3	S
-	2.785	278	2	0	1	3	S
-	2.785	278	1	4	2	4	S
-	2.785	0	2	0	3	0	S
+	2.79	0	2	0	3	0	S
r	2.79	0	1	4	4	4	S
r	2.79	0	2	0	0	0	S
a	2.79	279	1	4	1	2	S
-	2.79	279	1	4	1	2	S
a	2.79	279	2	0	2	1	S
-	2.79	279	2	0	2	1	S
+	2.795	279	1	4	2	4	S
+	2.795	279	2	0	1	3	S
-	2.795	279	2	0	1	3	S
-	2.795	279	1	4	2	4	S
-	2.795	0	2	0	3	0	S
+	2.8	0	2	0	3	0	S
r	2.8	0	1	4	4	4	S
r	2.8	0	2	0	0	0	S
a	2.8	280	1	4	1	2	S
-	2.8	280	1	4	1	2	S
a	2.8	280	2	0	2	1	S
-	2.8	280	2	0	2	1	S
+	2.805	280	1	4	2	4	S
+	2.805	280	2	0	1	3	S
-	2.805	280	2	0	1	3	S
-	2.805	280	1	4	2	4	S
-	2.805	0	2	0	3	0	S
+	2.81	0	2	0	3	0	S
r	2.81	0	1	4	4	4	S
r	2.81	0	2	0	0	0	S
a	2.81	281	1	4	1	2	S
-	2.81	281	1	4	1	2	S
a	2.81	281	2	0	2	1	S
-	2.81	281	2	0	2	1	S
+	2.815	281	1	4	2	4	S
+	2.815	281	2	0	1	3	S
-	2.815	281	2	0	1	3	S
-	2.815	281	1	4	2	4	S
-	2.815	0	2	0	3	0	S
+	2.82	0	2	0	3	0	S
r	2.82	0	1	4	4	4	S
r	2.82	0	2	0	0	0	S
a	2.82	282	1	4	1	2	S
-	2.82	282	1	4	1	2	S
a	2.82	282	2	0	2	1	S
-	2.82	282	2	0	2	1	S
+	2.825	282	1	4	2	4	S
+	2.825	282	2	0	1	3	S
-	2.825	282	2	0	1	3	S
-	2.825	282	1	4	2	4	S
-	2.825	0	2	0	3	0	S
+	2.83	0	2	0	3	0	S
r	2.83	0	1	4	4	4	S
r	2.83	0	2	0	0	0	S
a	2.83	283	1	4	1	2	S
-	2.83	283	1	4	1	2	S
a	2.83	283	2	0	2	1	S
-	2.83	283	2	0	2	1	S
+	2.835	283	1	4	2	4	S
+	2.835	283	2	0	1	3	S
-	2.835	283	2	0	1	3	S
-	2.835	283	1	4	2	4	S
-	2.835	0	2	0	3	0	S
+	2.84	0	2	0	3	0	S
r	2.84	0	1	4	4	4	S
r	2.84	0	2	0	0	0	S
a	2.84	284	1	4	1	2	S
-	2.84	284	1	4	1	2	S
a	2.84	284	2	0	2	1	S
-	2.84	284	2	0	2	1	S
+	2.845	284	1	4	2	4	S
+	2.845	284	2	0	1	3	S
-	2.845	284	2	0	1	3	S
-	2.845	284	1	4	2	4	S
-	2.845	0	2	0	3	0	S
+	2.85	0	2	0	3	0	S
r	2.85	0	1	4	4	4	S
r	2.85	0	2	0	0	0	S
a	2.85	285	1	4	1	2	S
-	2.85	285	1	4	1	2	S
a	2.85	285	2	0	2	1	S
-	2.85	285	2	0	2	1	S
+	2.855	285	1	4	2	4	S
+	2.855	285	2	0	1	3	S
-	2.855	285	2	0	1	3	S
-	2.855	285	1	4	2	4	S
-	2.855	0	2	0	3	0	S
+	2.86	0	2	0	3	0	S
r	2.86	0	1	4	4	4	S
r	2.86	0	2	0	0	0	S
a	2.86	286	1	4	1	2	S
-	2.86	286	1	4	1	2	S
a	2.86	286	2	0	2	1	S
-	2.86	286	2	0	2	1	S
+	2.865	286	1	4	2	4	S
+	2.865	286	2	0	1	3	S
-	2.865	286	2	0	1	3	S
-	2.865	286	1	4	2	4	S
-	2.865	0	2	0	3	0	S
+	2.87	0	2	0	3	0	S
r	2.87	0	1	4	4	4	S
r	2.87	0	2	0	0	0	S
a	2.87	287	1	4	1	2	S
-	2.87	287	1	4	1	2	S
a	2.87	287	2	0	2	1	S
-	2.87	287	2	0	2	1	S
+	2.875	287	1	4	2	4	S
+	2.875	287	2	0	1	3	S
-	2.875	287	2	0	1	3	S
-	2.875	287	1	4	2	4	S
-	2.875	0	2	0	3	0	S
+	2.88	0	2	0	3	0	S
r	2.88	0	1	4	4	4	S
r	2.88	0	2	0	0	0	S
a	2.88	288	1	4	1	2	S
-	2.88	288	1	4	1	2	S
a	2.88	288	2	0	2	1	S
-	2.88	288	2	0	2	1	S
+	2.885	288	1	4	2	4	S
+	2.885	288	2	0	1	3	S
-	2.885	288	2	0	1	3	S
-	2.885	288	1	4	2	4	S
-	2.885	0	2	0	3	0	S
+	2.89	0	2	0	3	0	S
r	2.89	0	1	4	4	4	S
r	2.89	0	2	0	0	0	S
a	2.89	289	1	4	1	2	S
-	2.89	289	1	4	1	2	S
a	2.89	289	2	0	2	1	S
-	2.89	289	2	0	2	1	S
+	2.895	289	1	4	2	4	S
+	2.895	289	2	0	1	3	S
-	2.895	289	2	0	1	3	S
-	2.895	289	1	4	2	4	S
-	2.895	0	2	0	3	0	S
+	2.9	0	2	0	3	0	S
r	2.9	0	1	4	4	4	S
r	2.9	0	2	0	0	0	S
a	2.9	290	1	4	1	2	S
-	2.9	290	1	4	1	2	S
a	2.9	290	2	0	2	1	S
-	2.9	290	2	0	2	1	S
+	2.905	290	1	4	2	4	S
+	2.905	290	2	0	1	3	S
-	2.905	290	2	0	1	3	S
-	2.905	290	1	4	2	4	S
-	2.905	0	2	0	3	0	S
+	2.91	0	2	0	3	0	S
r	2.91	0	1	4	4	4	S
r	2.91	0	2	0	0	0	S
a	2.91	291	1	4	1	2	S
-	2.91	291	1	4	1	2	S
a	2.91	291	2	0	2	1	S
-	2.91	291	2	0	2	1	S
+	2.915	291	1	4	2	4	S
+	2.915	291	2	0	1	3	S
-	2.915	291	2	0	1	3	S
-	2.915	291	1	4	2	4	S
-	2.915	0	2	0	3	0	S
+	2.92	0	2	0	3	0	S
r	2.92	0	1	4	4	4	S
r	2.92	0	2	0	0	0	S
a	2.92	292	1	4	1	2	S
-	2.92	292	1	4	1	2	S
a	2.92	292	2	0	2	1	S
-	2.92	292	2	0	2	1	S
+	2.925	292	1	4	2	4	S
+	2.925	292	2	0	1	3	S
-	2.925	292	2	0	1	3	S
-	2.925	292	1	4	2	4	S
-	2.925	0	2	0	3	0	S
+	2.93	0	2	0	3	0	S
r	2.93	0	1	4	4	4	S
r	2.93	0	2	0	0	0	S
a	2.93	293	1	4	1	2	S
-	2.93	293	1	4	1	2	S
a	2.93	293	2	0	2	1	S
-	2.93	293	2	0	2	1	S
+	2.935	293	1	4	2	4	S
+	2.935	293	2	0	1	3	S
-	2.935	293	2	0	1	3	S
-	2.935	293	1	4	2	4	S
-	2.935	0	2	0	3	0	S
+	2.94	0	2	0	3	0	S
r	2.94	0	1	4	4	4	S
r	2.94	0	2	0	0	0	S
a	2.94	294	1	4	1	2	S
-	2.94	294	1	4	1	2	S
a	2.94	294	2	0	2	1	S
-	2.94	294	2	0	2	1	S
+	2.945	294	1	4	2	4	S
+	2.945	294	2	0	1	3	S
-	2.945	294	2	0	1	3	S
-	2.945	294	1	4	2	4	S
-	2.945	0	2	0	3	0	S
+	2.95	0	2	0	3	0	S
r	2.95	0	1	4	4	4	S
r	2.95	0	2	0	0	0	S
a	2.95	295	1	4	1	2	S
-	2.95	295	1	4	1	2	S
a	2.95	295	2	0	2	1	S
-	2.95	295	2	0	2	1	S
+	2.955	295	1	4	2	4	S
+	2.955	295	2	0	1	3	S
-	2.955	295	2	0	1	3	S
-	2.955	295	1	4	2	4	S
-	2.955	0	2	0	3	0	S
+	2.96	0	2	0	3	0	S
r	2.96	0	1	4	4	4	S
r	2.96	0	2	0	0	0	S
